uei,start_date,end_date,duration_days,main_cause,location,districts,state,latitude,longitude,severity,area_affected,human_fatality,human_injured,human_displaced,animal_fatality,description_casualties_injured,extent_of_damage,event_source,event_source_id
UEI-IMD-FL-2015-0073,2015-01-08,2015-01-08,0.0,Heavy rains,Unknown,Keonjhar,ODISHA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died. ,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0074,2015-02-08,2015-02-08,0.0,Heavy rains,Unknown,"Angul, Keonjhar ",ODISHA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5 persons drowned,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0075,2015-09-14,2015-09-16,2.0,Heavy rains & Flood,Unknown,"Koraput, Nabarangpur , Kalahandi, Kandhamal, Malkangiri",ODISHA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4 persons died. ,4 persons died. ,IMD,Unknown
UEI-IMD-FL-2015-0076,2015-01-06,2015-09-30,267.0,Heavy rains,Unknown,"Amritsar, Bhatinda, Barmala, Firozpur, Fazilka,  Jalandhar, Moga, Pathankot, Roopnagar, Sangrur, Sri Mukatsar Sahib, Taran-Taran ",PUNJAB,0.0,0.0,0.0,0.0,11.0,0.0,0.0,14.0,11 people died &14 cattle heads perished ,"Damage to 70894 acres of crops of estimated value of Rs. 55 crore reported. ii) 31,754 populations affected. iii) Loss of estimated cost Rs.46,78,900/- reported as 226 houses damaged. ",IMD,Unknown
UEI-IMD-FL-2015-0077,2015-03-14,2015-03-15,1.0,Heavy rains,Unknown,26 districts of Rajasthan,RAJASTHAN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1381.0,15 persons died & 1381 livestock perished. ,"Extensive damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables (near about 50 to 70%) for all districts reported. ii) Damage to 4964 houses reported. ",IMD,Unknown
UEI-IMD-FL-2015-0078,2015-07-22,2015-07-31,9.0,Heavy rains,Unknown,"Ajmer, Barmer, Bhilwara, Bikaner, Dholpur, Jalore, Jhalawar, Nagaur, Pali, Sirohi ",RAJASTHAN,0.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,20 people died & 50 cattleheads perished,Damage to 50 house in manohar Thana Tehsil of Jhalwar district reported.,IMD,Unknown
UEI-IMD-FL-2015-0079,2015-01-08,2015-05-08,120.0,Heavy rains,Unknown,Parts of Rajasthan ,RAJASTHAN,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,41 persons died,"i) Damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables reported. ii) Damage to several houses reported.",IMD,Unknown
UEI-IMD-FL-2015-0080,2015-08-16,2015-08-16,0.0,Heavy rains,Unknown,Pali,RAJASTHAN,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons died. ,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0081,2015-01-07,2015-01-07,0.0,Heavy rains,Unknown,Parts of Sikkim ,SIKKIM,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18 persons died due to landslide,Landslide,IMD,Unknown
UEI-IMD-FL-2015-0082,2015-05-07,2015-05-07,0.0,Heavy rains,Unknown,Parts of Sikkim ,SIKKIM,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,41 persons died due to landslide,Massive landslide. ,IMD,Unknown
UEI-IMD-FL-2015-0083,2015-12-04,2015-12-04,0.0,Heavy rains,Unknown,Virudhnagar,TAMIL NADU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"Damage to 30,000 tons of Mangoes reported",IMD,Unknown
UEI-IMD-FL-2015-0084,2015-04-21,2015-04-21,0.0,Heavy rains,Unknown,Thiruvarur,TAMIL NADU,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,One person died & one injured due to wall collapse,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0085,2015-04-25,2015-04-25,0.0,Heavy rains,Unknown,Vellore,TAMIL NADU,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0086,2015-05-14,2015-05-14,0.0,Heavy rains,Unknown,Coimbatore and Pudukkottai,TAMIL NADU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 3 persons died due to house collapse,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0087,2015-05-17,2015-05-19,2.0,Heavy rains,Unknown,"Thiruvallur, Virudhnagar",TAMIL NADU,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,8 persons died & 3 children washed away,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0088,2015-06-17,2015-06-17,0.0,Heavy rains,Unknown,Chennai,TAMIL NADU,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died due to wall collapse.,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0089,2015-06-21,2015-06-21,0.0,Heavy rains,Unknown,Niligiris,TAMIL NADU,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0090,2015-07-17,2015-07-17,0.0,Heavy rains,Unknown,Chennai,TAMIL NADU,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died due to wall collapse,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0091,2015-09-11,2015-09-11,0.0,Heavy rains,Unknown,Most Parts of Tamil Nadu,TAMIL NADU,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13 persons died in different incidences,i) 2000 acres of Paddy fields submerged ii) Damage to 900 acres of Banana crops reported. iii) Power generation stopped as the mines flooded in Cuddalore Dist. iv) Damage to 45 thatched houses reported,IMD,Unknown
UEI-IMD-FL-2015-0092,2015-11-11,2015-11-13,2.0,Heavy rains,Unknown,"Chennai, Cuddalore, Dharampuri, Erode, Niligiris, Thiruvallur, Toothukudi, Villupuram",TAMIL NADU,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25 persons died in different incidences.,i) Damage to more than 28 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supp,IMD,Unknown
UEI-IMD-FL-2015-0093,2015-11-18,2015-11-22,4.0,Heavy rains,Unknown,"Chennai, Cuddalore, Kanchipuram, Kanyakumari, Krishnagiri, Nagapattinam, Pudukottai, Tiruneveli, Tiruvannamalai, Thiruvarur, Toothukudi, Villupuram",TAMIL NADU,0.0,0.0,0.0,0.0,47.0,0.0,0.0,240.0,"Total 47 persons died. Chennai -7, Cuddalore-16, Kanchipuram - 4, Kanyakumari - 2, Krishnagiri - 2, Nagapattinam - 3, PudukottaiÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ1, Tiruneveli - 1, Tiruvannamalai - 2, Thiruvarur-1,Toothukudi - 1, Villupuram ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 7 & 240 cattle heads perished",i) 2000 hectares of Paddy crops submerged. ii) Damage to several houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,Unknown
UEI-IMD-FL-2015-0094,2015-11-23,2015-11-23,0.0,Heavy rains,Unknown,Most Parts of Tamil Nadu,TAMIL NADU,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50 persons died.,i) Damage to 300 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,Unknown
UEI-IMD-FL-2015-0095,2015-11-28,2015-11-30,2.0,Heavy rains & Floods (Adyar river),Unknown,"Chennai, Villupuram",TAMIL NADU,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32 persons died,i) Extensive damage to 2800 hectares of Paddy field reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,Unknown
UEI-IMD-FL-2015-0096,2015-01-12,2015-03-12,59.0,Heavy rains,Unknown,Most Parts of Tamil Nadu,TAMIL NADU,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17 persons died,i) Damage to crops reported. ii) Damage to many houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,Unknown
UEI-IMD-FL-2015-0097,2015-08-12,2015-11-12,92.0,Heavy rains,Unknown,Most Parts of Tamil Nadu,TAMIL NADU,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1210.0,30 persons died. 1210 cattle heads perished.,"i) Extensive damage to 25 hectares of Paddy crops reported. ii) 20,000 hectares of Cotton plants submerged. iii) Damage to 5631 huts fully & 331 huts partially reported. iv) Damage to around 25 lakh vehicles reported",IMD,Unknown
UEI-IMD-FL-2015-0098,2015-06-04,2015-12-04,183.0,Heavy rains,Unknown,"Adilabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddy and Waranga",TELANGANA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,91.0,5 persons died & 91 cattleheads perished.,i) Damage to 40131.88 hectares of Agricultual crops & 35175.2 hectares of Horticulture crops reported. ii) Damage to about 286 houses reported,IMD,Unknown
UEI-IMD-FL-2015-0099,2015-04-04,2015-04-04,0.0,Heavy rains,Unknown,"Barabanki, Mainpuri, Sitapur",UTTAR PRADESH,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12 persons died.,i) Damage to crops reported. ii) Damage to several houses reported.,IMD,Unknown
UEI-IMD-FL-2015-0100,2015-11-07,2015-12-07,30.0,Heavy rains,Unknown,"Bareilly, Budaun, Bulandshahar, Etah, Etawah, Farrukhabad, Hamirpur, Sitapur, Shahjahanpur, Unnao (U.P",UTTAR PRADESH,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15 persons died,i) Damage to crops reported. ii) Damage to many houses reported,IMD,Unknown
UEI-IMD-FL-2015-0101,2015-10-28,2015-10-28,0.0,Heavy rains,Unknown,West U.P,UTTAR PRADESH,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons died & several injured,i) Damage to crops reported. ii) Damage to few houses reported.,IMD,Unknown
UEI-IMD-FL-2015-0102,2015-01-12,2015-01-12,0.0,Heavy rains,Unknown,South-west Uttar Pradesh,UTTAR PRADESH,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5 persons died & many injured,i) Damage to crops reported. ii) Damage to several houses reported,IMD,Unknown
UEI-IMD-FL-2015-0103,2015-07-26,2015-07-26,0.0,Heavy rains,Unknown,Parts of Uttarakhand,UTTARAKHAND,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,One person died,Unknown,IMD,Unknown
UEI-IMD-FL-2015-0104,2015-01-07,2015-10-07,273.0,Heavy rains,Unknown,"Darjeeling, Kolkata",WEST BENGAL,0.0,0.0,0.0,0.0,39.0,8.0,0.0,0.0,39 persons died & 8 others missing,i) Damage to crops reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,Unknown
UEI-IMD-FL-2015-0105,2015-07-20,2015-07-24,4.0,Heavy rains,Unknown,"South 24 Paraganas, South Dinajpur",WEST BENGAL,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5 persons died,i) Damage to crops reported. ii) Damage to several houses reported.,IMD,Unknown
UEI-IMD-FL-2015-0106,2015-02-12,2015-02-12,0.0,Heavy rains,Unknown,Puducherry,PUDUCHERRY,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons died,Unknown,IMD,Unknown
UEI-IMD-FL-2016-0001,2016-07-14,2016-07-14,0.0,Heavy rains,Unknown,East Godavari,ANDHRA PRADESH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"i) Coconut Grooves, Banana plantations & Paddy fields submerged in 10 mandals of Konaseema & 6 mandals of Amalapuram. ii) People from 25 major villages affected. ",IMD,Unknown
UEI-IMD-FL-2016-0002,2016-09-15,2016-09-16,1.0,Flash flood,Unknown,Visakhapatnam,ANDHRA PRADESH,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons washed away,Unknown,IMD,Unknown
UEI-IMD-FL-2016-0003,2016-01-09,2016-09-30,265.0,Heavy rains & floods,Unknown,"Guntur, Kurnool, Visakhapatnam, Vizianagaram ",ANDHRA PRADESH,0.0,0.0,0.0,0.0,20.0,429.0,0.0,39562.0,"Total 20 persons died &  429 others injured. 39,562  birds perished. Guntur - 7, Kurnool -2, Visakhapatnam - 9, Vizianagaram ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 2. ","i) Damage to 49,035 hectares of crops reported. ii) Damage to 16807 houses, 17 school buildings & 48 Panchayat Raj buildings  reported. iii) Damage to 46 boats reported. iv) Damage to roads reported. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply. ",IMD,Unknown
UEI-IMD-FL-2016-0004,2016-04-22,2016-04-22,0.0,Heavy rains (Massive landslide),Unknown,Tawang ,ARUNACHAL PRADESH,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17 Person died,Damage to several dwelling houses reported,IMD,Unknown
UEI-IMD-FL-2016-0005,2016-04-24,2016-04-27,3.0,Heavy rains,Unknown,Chanlang,ARUNACHAL PRADESH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,80 families rendered homeless.,IMD,Unknown
UEI-IMD-FL-2016-0006,2016-01-07,2016-01-07,0.0,Massive landslide,Unknown,West Kameng ,ARUNACHAL PRADESH,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,10 persons died & 5 others injured. ,Damage to 4 houses completely & 9 buildings partially reported.,IMD,Unknown
UEI-IMD-FL-2016-0007,2016-05-08,2016-05-08,0.0,Heavy rains (Landslide),Unknown,Tawang ,ARUNACHAL PRADESH,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3 persons died. ,8 houses collapsed. ,IMD,Unknown
UEI-IMD-FL-2016-0008,2016-11-09,2016-12-09,30.0,Heavy rains & Flood in Sigin river,Unknown,Upper Subansiri ,ARUNACHAL PRADESH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Damage to huge quantity of standing crops reported. ii) The entire town Daporijo inundated. iii) Commodity of Daporijo market damaged. ,IMD,Unknown
UEI-IMD-FL-2016-0009,2016-04-21,2016-04-21,0.0,Flood (Janji river),Unknown,Jorhat,ASSAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Extensive damage to huge amount of standing crops reported. ii) At least 15 villages inundated. ,IMD,Unknown
UEI-IMD-FL-2016-0010,2016-04-24,2016-04-27,3.0,Flood  ( Brahmaputra  and tributaries),Unknown,"Cachar, Charaideo,  Dhubri, Dibrugarh, Jorhat, Lakhimpur, Sivsagar",ASSAM,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8 persons died,"i) About 86,905 people of 7 districts affected. ii) Damage to cropland of area 5009 hectares reported. ",IMD,Unknown
UEI-IMD-FL-2016-0011,2016-05-17,2016-05-17,0.0,Landslide,Unknown,"Halkandi, Karimganj ",ASSAM,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,"Total 11 persons died. 5 persons died, 4 injured in Halkandi district  & 6 persons died in Karimganj district",Landslide reported. ,IMD,Unknown
UEI-IMD-FL-2016-0012,2016-05-18,2016-05-18,0.0,Flood (Kapili river),Unknown,Nagaon,ASSAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Huge cropland submerged. ii) More than 20 villages inundated. ,IMD,Unknown
UEI-IMD-FL-2016-0013,2016-06-19,2016-06-25,6.0,Flood  ( Brahmaputra and tributaries),Unknown,"Baska, Barpeta, Dhemaji, Lakhimpur, Sonitpur ",ASSAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"i) About 26,111 population of 68 villages affected.  ii) Damage to cropland of area 3598.86 hectares reported.   ",IMD,Unknown
UEI-IMD-FL-2016-0014,2016-03-07,2016-07-07,122.0,Flood  ( Brahmaputra and tributaries),Unknown,"Barpeta, Golaghat, Jorhat, Kamrup (M), Lakhimpur, Marigaon, Nagaon, Sonitpur ",ASSAM,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2 persons died & 6 others injured due to landslide in Kamrup (M) Dist. on 7th Jul. ,"i) About 1,52,977 population of 294 villages in 8 districts affected.  ii) Crop land of area 26.86 hectares affected. ",IMD,Unknown
UEI-IMD-FL-2016-0015,2016-07-07,2016-07-07,0.0,Heavy rain,Unknown,Guwahati,ASSAM,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2 youths died & 2 others injured due to wall collapse at 11th Mile area at Jorabat near Guwahati,Vehicular traffic badly affected due to water logging. ,IMD,Unknown
UEI-IMD-FL-2016-0016,2016-07-13,2016-07-18,5.0,Flood  ( Brahmaputra and tributaries),Unknown,"Golaghat, Jorhat, Lakhimpur, Marigaon, Sonitpur ",ASSAM,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2 persons died & 2 others injured. ,"i) 1,87,738 population of 310 villages affected. ii) Crop land of area 16,240.47 hectares & 815 bighas affected",IMD,Unknown
UEI-IMD-FL-2016-0017,2016-07-14,2016-07-14,0.0,Landslide,Unknown,Kamrup (M) ,ASSAM,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2 persons died. ,Unknown,IMD,Unknown
UEI-IMD-FL-2016-0018,2016-07-21,2016-07-31,10.0,Flood  ( Brahmaputra and tributaries),Unknown,"Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivsagar, Sonitpur, Tinsukia ",ASSAM,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22 person died,"i) 18,99,470 population of 3374 villages affected.  ii) Crop land of area 2,13,251.52 hectares affected. ",IMD,Unknown
